X,Y,OBJECTID_1,OBJECTID,CompanyID,County,FacilityNa,Address,ProductsSe,Employees,YrEst,Latitude,Longitude,ImportKBIF,CompanyNam,Phone,Website,ByProducts,ModDate,Mfg,NAICSCode1,NAICSCode2,NAICSCode3,NAICSCode4,NAICSCode5,NAICSCode6,Main_NAICS,NAICS6,NAICSNatlI,NAICSNat_1,fPotMfgAsp,YrRmvd,ESRI_OID
-9520273.15202117,4609587.65682284,1038,1038,001t0000003sj2S,Jefferson,Eurofins Genomics LLC,"12701 Plantside Dr., Louisville, KY 40299 United States","Food and pharmaceutical products testing, genomic services, central laboratory services",105,2012,38.213192,-85.522064,1001252,Eurofins MWG Operon LLC,(812) 657-4313,www.eurofinsgenomics.com,"Oligos, DNA Sequencing, Food Microbiology, Clinical Laboratory, Central Laboratory Services",2021/12/13 00:00:00+00,0,541711, , , , , ,541711,541711,Research and Development in Biotechnology,Research and Development in Biotechnology,0,0,828
-9558059.00158605,4538216.53170352,1039,1039,001t00000054cYs,Hardin,Eurotrol,"850 North Black Branch Road
T.J. Patterson Industrial Park, Elizabethtown, KY 42701 United States",Medical quality-control products distribution center,2,2018,37.7077,-85.8615,604431200,Eurotrol,(978) 598-3779,www.eurotrol.com, ,2021/12/16 00:00:00+00,0,493110, , , , , ,493110,493110,General Warehousing and Storage,General Warehousing and Storage,0,0,696
-9546702.18839445,4615729.86819308,1040,1040,001t0000008N70V,Jefferson,Evan Williams Bourbon Experience,"528 W Main Street, Louisville, KY 40202 United States",Craft artisanal distillery,20,2013,38.256532,-85.75948,638709406,Evan Williams Bourbon Experience,(502) 272-2611,www.evanwilliams.com, ,2021/12/05 00:00:00+00,1,312140, , , , , ,312140,312140,Distilleries,Distilleries,0,0,187
-9408725.53382773,4590478.65063191,1041,1041,001t0000003slEt,Fayette,Everburn Mfg. Inc,"454 Fairman Rd, Lexington, KY 40511-1017 United States","Ceramic fiber fireplace logs, panels, and burners. Outdoor kitchen islands, pergolas, outdoor fireplaces and firepits. Non combustible mantles",288,1992,38.078192,-84.520015,5129,Everburn Manufacturing Inc,859-231-6492,www.everburn.com, ,2021/12/07 00:00:00+00,1,327110,332510,339999, , , ,327110,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing","Pottery, Ceramics, and Plumbing Fixture Mfg",0,0,291
-9537795.17804016,4593911.97960166,1042,1042,001t0000001y3OF,Jefferson,Evolent Health LLC,"5100 Commerce Crossings Drive, Louisville, KY 40229 United States",Regional HQ; provider of population health services to provider-sponsored health plan clients,250,2016,38.102466,-85.679467,589231200,Evolent Health LLC,(502) 242-4958,www.evolenthealth.com, ,2021/12/13 00:00:00+00,0,551114, , , , , ,551114,551114,"Corporate, Subsidiary, and Regional Managing Offices",Managing Offices,0,0,847
-9835240.04371153,4444457.8064597,1043,1043,001t0000003sjCN,Marshall,Evonik Corporation,"412 N Main St, Calvert City, KY 42029-8942 United States","Manufacture acetylenics for speciality products, as well as Catalyst for chemical manufacturing operations",120,1957,37.038373,-88.351459,1184,Evonik Corporation,(270) 395-4181,www.evonik.com, ,2022/05/03 00:00:00+00,1,325180,325199, , , , ,325180,325180,Other Basic Inorganic Chemical Manufacturing,Other Basic Inorganic Chemical Mfg.,0,0,249
-9544378.94991142,4615827.82757923,1044,1044,001t0000003sk7g,Jefferson,Excel Equine,"165 N Clay St, Louisville, KY 40202-1081 United States",Horse feed,17,1869,38.257223,-85.73861,3712,Excel Equine,502-587-6606,www.excelequinefeeds.com, ,2022/01/05 00:00:00+00,1,311119,493110, , , , ,311119,311119,Other Animal Food Manufacturing,Other Animal Food Manufacturing,0,0,140
-9522211.78183856,4614519.2777857,1045,1045,001t0000003sja5,Jefferson,Executive Communications Inc,"309 Lepanto Avenue, Louisville, KY 40243 United States","Business development, political advocacy and marketing research service center",0,1997,38.247992,-85.539479,210407902,Executive Communications Inc,502-412-5450,www.executive-com.com, ,2021/12/13 00:00:00+00,0,541910, , , , , ,541910,541910,Marketing Research and Public Opinion Polling,Marketing Research and Public Opinion Polling,0,0,839
-9188047.93171455,4507704.97742931,1046,1046,001t0000003slqV,Pike,Executive Printing & Office Supplies,"519 N Mayo Tr, Pikeville, KY 41501-1741 United States","Offset printing, typesetting, spiral & staple binding",3,1977,37.490539,-82.537635,2765,Executive Printing & Office Supplies,(606) 432-1843, , ,2021/12/13 00:00:00+00,1,323111, , , , , ,323111,323111,Commercial Printing (except Screen and Books),Commercial Printing (except Screen and Books),0,0,237
-9404456.54966762,4733193.23030016,1047,1047,001t0000003snGv,Campbell,Executive Transportation Service Inc,"1810 Monmouth Street, Newport, KY 41071 United States",Provide for hire ground transportation for people,18,2002,39.080382,-84.481666,460422616,Executive Transportation Service Inc,859-261-8841,www.executivetransportation.org, ,2021/09/22 00:00:00+00,0,488510, , , , , ,488510,488510,Freight Transportation Arrangement,Freight Transportation Arrangement,0,0,690
-9428927.14118444,4729932.01854945,1048,1048,001t0000003skRy,Boone,Expeditors International of Washington Inc,"2000 Conner Road
Suite 190, Hebron, KY 41048 United States",Freight transportation arrangement,75,0,39.057637,-84.701489,460222614,Expeditors International of Washington Inc,859-282-9494,www.expeditors.com, ,2021/12/13 00:00:00+00,0,488510, , , , , ,488510,488510,Freight Transportation Arrangement,Freight Transportation Arrangement,0,0,690
-9538994.08989545,4604146.3371244,1049,1049,001t0000003skRz,Jefferson,Expeditors International of Washington Inc,"3881 Business Park Dr, Louisville, KY 40213 United States","Freight transportation arrangement; global  logistics, custom brokerage",71,1994,38.174776,-85.690237,460222615,Expeditors International of Washington Inc,502-367-6700,www.expeditors.com, ,2021/12/22 00:00:00+00,0,488510, , , , , ,488510,488510,Freight Transportation Arrangement,Freight Transportation Arrangement,0,0,690
-9566037.04354138,4436734.13187798,1050,1050,001t0000003slPi,Barren,Express Logistics Inc,"101 Mallory Dr, Glasgow, KY 42141 United States","Sales and delivery of packaging supplies, industrial/safety supplies, janitorial/sanitary supplies, Facilities maintenance/MRO.",40,1999,36.982969,-85.933168,13905,Express Logistics Inc,270-651-1662,www.expressonesource.com, ,2021/12/22 00:00:00+00,0,493110, , , , , ,493110,493110,General Warehousing and Storage,General Warehousing and Storage,0,0,696
-9779028.92230726,4535616.14599484,1051,1051,001t0000003sn9i,Union,EZ-Access,"3215 SR 2835, Morganfield, KY 42437 United States","Manufacture mobility access products for residential and/or commercial use.
Products include portable wheelchair ramp, modular wheelchair ramps, Vertical Porch Lift,  Scooter and Power Chair Lift, multiple-story step systems.",42,2009,37.689217,-87.846506,280007902,"Homecare Products, Inc. dba EZ-ACCESS",270-389-1702,https://www.ezaccess.com/, ,2021/11/17 00:00:00+00,1,333924,339113,332999, , , ,333924,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","Industrial Truck, Trailer, and Stacker Mfg.",0,0,394
-9384948.79913891,4633230.60790024,1052,1052,001t0000003sfe5,Harrison,E-Z Pack Refuse Hauling Solutions LLC,"200 Ladish Rd, Cynthiana, KY 41031 United States",Machine shop: truck body fabrication-refuse bodies manufacturing,250,1960,38.379877,-84.306425,1303,Commercial Specialty Truck Holdings,859-234-1100,www.ezpacktrucks.com, ,2021/11/17 00:00:00+00,1,336211,332710, , , , ,336211,336211,Motor Vehicle Body Manufacturing,Motor Vehicle Body Manufacturing,0,0,451
-9879784.77391354,4456995.90905873,1053,1053,001t0000003skak,McCracken,EZ Portable Buildings Inc,"7845 Carneal Road, West Paducah, KY 42086 United States",Headquarters and manufacturers of portable buildings and wholesale to finance companies,30,2014,37.128226,-88.751611,517213102,EZ Portable Buildings Inc,270-366-7750,www.ezpb.com, ,2022/01/05 00:00:00+00,1,321992,423310,551114, , , ,321992,321992,Prefabricated Wood Building Manufacturing,Prefabricated Wood Building Manufacturing,0,0,224
-9495317.97787995,4455876.35387945,1054,1054,001t0000003sm1H,Adair,FABCO Inc,"1339 Campbellsville Rd., Columbia, KY 42728-1236 United States","Machine shop: arc & gas welding; drilling, boring, cutting, honing; structural steel fabricating, steel truckbed flats, custom benches, plasma cut designs, stairs, handrail, guardrail",18,1980,37.120207,-85.297888,4102,FABCO Inc,270-384-4657,www.fabcotruckbeds.com,Truck flat beds,2022/02/07 00:00:00+00,1,332312,811310,333318, , , ,332312,332312,Fabricated Structural Metal Manufacturing,Fabricated Structural Metal Manufacturing,0,0,335
-9546641.29580606,4603107.43574691,1055,1055,001t0000003shKm,Jefferson,Fabricated Metals,"6300 Kenjoy Dr, Louisville, KY 40214-2927 United States",Railroad and mass transit accessories: houses/bunglows/cases/ cantilevers/bridges,94,1955,38.167439,-85.758933,2195,"Fabricated Metals, LLC",502-363-2625,www.fabricatedmetals.com, ,2021/12/13 00:00:00+00,1,332999, , , , , ,332999,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Miscellaneous Fabricated Metal Product Mfg.,0,0,362
-9418476.79753573,4717834.35738556,1056,1056,001t0000003sl4W,Kenton,Fabritec International Corporation,"8145 Holton Dr
Suite 110, Independence, KY 41042 United States",Corporate headquartersfor sale and distribution and R&D of dry cleaning detergents.,6,1988,38.973199,-84.607612,195,Fabritec International Corporation,859-781-8200,www.fabritec.com, ,2022/02/23 00:00:00+00,0,551114,541712, , , , ,551114,551114,"Corporate, Subsidiary, and Regional Managing Offices",Managing Offices,0,0,847
-9409607.85229038,4590883.678043,1057,1057,001t0000003sm9b,Fayette,"Fab Steel, Inc.","476 Transport Ct, Lexington, KY 40511-1015 United States",Structural and Miscellaneous steel fabricating,16,1992,38.081056,-84.527941,5292,Fab Steel Inc,(859) 253-0630,www.fabsteelinc.com, ,2021/12/14 00:00:00+00,1,332312, , , , , ,332312,332312,Fabricated Structural Metal Manufacturing,Fabricated Structural Metal Manufacturing,0,0,335
-9548371.86991023,4616385.54662311,1058,1058,001t0000003slcZ,Jefferson,Facilities Management Services Inc FMS,"1500 Lytle Street, Louisville, KY 40203 United States","Janitorial, commercial cleaning services",500,2015,38.261157,-85.774479,549526800,Facilities Management Services Inc,5024793286,http://www.facilitiesmgmt.com, ,2022/01/05 00:00:00+00,0,561720, , , , , ,561720,561720,Janitorial Services,Janitorial Services,0,0,874
-9547060.63720565,4615781.75384823,1059,1059,001t0000003smzx,Jefferson,FacilityONE Technologies LLC,"730 W. Main St.
Suite 201 / 2NE, Louisville, KY 40202 United States","FacilityONE software; (SaaS product) Facility Information System, CAFM, CMMS, FM, preventative/corrective maintenance; implementation & documentation; facility management services; facilitiy asset documentation/management",15,1999,38.256898,-85.7627,207007901,FacilityONE Technologies LLC,502-805-2100,www.facilityone.com, ,2021/12/13 00:00:00+00,0,541513, , , , , ,541513,541513,Computer Facilities Management Services,Computer Facilities Management Services,0,0,819
-9197109.01433707,4645819.28498007,1060,1060,001t0000003sm6l,Boyd,Fairchild Machine Shop,"3201 Greenup Ave, Ashland, KY 41101-2038 United States","Machine shop: general & CNC machining, drilling, boring, cutting, honing, lathe & mill work, arc & MIG welding",2,1946,38.468472,-82.619032,4697,Fairchild Machine Shop,606-325-2833, , ,2021/09/24 00:00:00+00,1,332710, , , , , ,332710,332710,Machine Shops,Machine Shops,0,0,347
-9544102.43216152,4614881.87213995,1061,1061,001t0000001wwyH,Jefferson,Falls City Brewing Co,"901 E. Liberty St., Louisville, KY 40204 United States",Brewery,6,1905,38.25055,-85.736126,624207900,Falls City Brewing Co.,(502) 265-4732,www.fallscitybeer.com, ,2022/01/19 00:00:00+00,1,312120, , , , , ,312120,312120,Breweries,Breweries,0,0,185
-9551525.77462441,4614842.03942135,1062,1062,001t0000003sjji,Jefferson,Falls City Machine Technology,"667 S 31st St, Louisville, KY 40211-1477 United States",General machine shop,9,1950,38.250269,-85.802811,2494,Falls City Machine Technology,502-772-3621,http://pscindustries.com/, ,2022/01/05 00:00:00+00,1,332710,332811,333519, , , ,332710,332710,Machine Shops,Machine Shops,0,0,347
-9299670.91803693,4607128.97571302,1063,1063,001t0000003sjXZ,Rowan,Family Dollar Stores Inc,"1000 Industry Rd, Morehead, KY 40351-8491 United States",Retail distribution center,240,2000,38.195836,-83.540361,197,Family Dollar Stores Inc,606-780-7979,www.familydollar.com, ,2021/12/22 00:00:00+00,0,493110, , , , , ,493110,493110,General Warehousing and Storage,General Warehousing and Storage,0,0,696
-9545103.63886576,4595816.68964604,1064,1064,001t0000003skGY,Jefferson,Fanatics,"9205 National Turnpike, Louisville, KY 40118 United States",Electronic commerce fulfillment & distribution,100,2010,38.115929,-85.74512,413415302,Fanatics,502-361-8014,www.fanatics.com, ,2022/02/24 00:00:00+00,0,454111,493110,454113, , , ,454111,454111,Electronic Shopping,Electronic Shopping,0,0,637
-9295980.89874423,4613013.4789368,1065,1065,001t0000003shKV,Rowan,Fannin Industries Inc,"5835 Flemingsburg Rd, Morehead, KY 40351-9138 United States","Rough cut lumber, palletts and paperwood",42,1977,38.237368,-83.507213,6717,Fannin Industries Inc,606-784-3086,www.fanninindustries.com, ,2021/12/13 00:00:00+00,1,321113, , , , , ,321113,321113,Sawmills,Sawmills,0,0,212
-9256130.73341846,4573241.93198327,1066,1066,001t0000003slCu,Morgan,Fannin Sawmill Inc.,"8655 HIGHWAY 172, WEST LIBERTY, KY 41472",Rough cut lumber,18,1969,37.956205,-83.149233,4910,"Fannin Sawmill, Inc.",606-522-3543, , ,2021/10/13 00:00:00+00,1,321912, , , , , ,321912,321912,"Cut Stock, Resawing Lumber, and Planing","Cut Stock, Resawing Lumber, and Planing",0,0,220
-9487184.64143511,4488798.83338985,1067,1067,001t0000003smPa,Taylor,Farmer's Gate Co,"8610 Liberty Rd, Campbellsville, KY 42718-8278 United States","Steel gates, corral panels, round bale feeders, walk-throughs",20,1997,37.35566,-85.224825,7198,"Farmer's Gate, Inc.",270-465-7056,www.farmersgate.com, ,2021/12/13 00:00:00+00,1,333111, , , , , ,333111,333111,Farm Machinery and Equipment Manufacturing,Farm Machinery and Equipment Manufacturing,0,0,363
-9383292.2535066,4635903.63581881,1068,1068,001t0000003slP3,Harrison,"Farmer's Tobacco Company of Cynthiana, Inc.","636 US Highway 27 N, Cynthiana, KY 41031-6188 United States","Cigarettes
Filtered Cigars
Pipe Tobacco
RYO Tobacco",45,2000,38.398698,-84.291544,13577,Farmers Tobacco Co of Cynthiana,(859) 234-8500,www.farmerstobacco.com, ,2021/10/06 00:00:00+00,1,312230, , , , , ,312230,312230,Tobacco Manufacturing,Tobacco Manufacturing,0,0,188
-9596824.79582197,4446237.72714982,1069,1069,001t0000003sl9L,Warren,Farmers Fertilizer Co Inc,"150 Sunset Avenue, Smiths Grove, KY 42171 United States","Fertilizer blending, AG chemicals, field seeds, herbicides,fertilzer, seed",7,1955,37.051135,-86.209739,2371,Farmers Fertilizer Co Inc,270-563-2277, , ,2022/01/13 00:00:00+00,1,325314, , , , , ,325314,325314,Fertilizer (Mixing Only) Manufacturing,"Fertilizer, Mixing Only, Manufacturing",0,0,258
-9403780.83147183,4584960.60113324,1070,1070,001t0000003sjOz,Fayette,Farrell-Calhoun Inc,"921 National Ave, Lexington, KY 40502-1435 United States",Latex base paints and fence coatings,7,1945,38.039162,-84.475596,1719,Farrell-Calhoun Inc,(859) 254-3836,www.farrellcalhoun.com, ,2021/12/13 00:00:00+00,1,325510, , , , , ,325510,325510,Paint and Coating Manufacturing,Paint and Coating Manufacturing,0,0,264
-9402801.56256768,4738391.68919656,1071,1071,001t0000003sl6l,Campbell,Fastemp Glass Co Inc,"930 Second Ave, Dayton, KY 41074 United States","Glass products for lighting fixtures, restaurant equipment, fire place doors, solar power products",35,1981,39.116623,-84.466799,2090,Fastemp Glass Co Inc,859-431-1433,www.fastempglass.com, ,2022/02/23 00:00:00+00,1,327215, , , , , ,327215,327215,Glass Product Manufacturing Made of Purchased Glass,Glass Product Mfg. Made of Purchased Glass,0,0,296
-9704584.32589352,4543342.77251663,1072,1072,001t0000003slce,Daviess,Fastenlink LLC,"2400 Calhoun Road, Owensboro, KY 42301 United States",Manufacturing dowel rods for casegoods industry,0,2015,37.744123,-87.177759,550813103,CabKey LLC,270-240-5800,www.fastenlink.com, ,2021/12/13 00:00:00+00,1,321999, , , , , ,321999,321999,All Other Miscellaneous Wood Product Manufacturing,Miscellaneous Wood Product Manufacturing,0,0,225
-9511687.96906847,4632113.50635432,1073,1073,001t0000003slxA,Oldham,Fastline Media Group LLC,"4900 Fox Run Rd, Buckner, KY 40010-8808 United States",Print and digital advertising,100,1978,38.37201,-85.444942,3754,Fastline Media Group LLC,502-222-0146,www.fastline.com, ,2021/12/13 00:00:00+00,1,511120, , , , , ,511120,511120,Periodical Publishers,Periodical Publishers,1,0,701
-9413707.08088813,4562330.88708004,1074,1074,001t0000003sl6u,Jessamine,Faulkner-Fain Co Inc,"601 E Maple St, Nicholasville, KY 40356-1644 United States","Custom woodworking; custom bank interior (cabintes, tellerline, checkdesk, etc.)",23,1957,37.878881,-84.564765,2109,Faulkner-Fain Co Inc,859-885-6016,www.Faulkner-Fain.com, ,2021/12/22 00:00:00+00,1,321918, , , , , ,321918,321918,Other Millwork (including Flooring),"Other Millwork, including Flooring",0,0,221
-9537766.4582384,4604474.44035827,1075,1075,001t0000003sjVo,Jefferson,Faurecia Emission Control Technology,"4415 East Indian Trail, Louisville, KY 40213-2925 United States",Auto exhaust systems for OEM's,160,1978,38.177093,-85.679209,1798,"Faurecia Emissions Control Systems NA, LLC",502-966-3716,www.faurecia.com, ,2022/01/12 00:00:00+00,1,336390, , , , , ,336390,336390,Other Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing,0,0,462
-9519338.29118881,4617411.89320093,1076,1076,001t0000003skAE,Jefferson,Faurecia Interiors Louisville LLC,"2000 Stanley Gault Pkwy, Louisville, KY 40223 United States",Manufactures interior systems for global automotive makers,498,2011,38.268396,-85.513666,388521000,"Faurecia Interiors Louisville, LLC",502-753-5211,www.faurecia.com, ,2021/12/13 00:00:00+00,1,336360,551112, , , , ,336360,336360,Motor Vehicle Seating and Interior Trim Manufacturing,Motor Vehicle Seating and Interior Trim Mfg.,0,0,460
-9499517.96091827,4610495.57923497,1077,1077,001t0000003slbM,Shelby,Faurecia Seating,"65 Kingbrook Parkway, Simpsonville, KY 40067 United States",Manufacturer of automobile seating,450,2016,38.2196,-85.335617,529513104,Faurecia Automotive Seating LLC,(502) 722-3318,www.faurecia.com, ,2022/01/04 00:00:00+00,1,336390, , , , , ,336390,336390,Other Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing,0,0,462
-9400511.26566268,4581934.20451189,1078,1078,001t0000003sies,Fayette,Fazoli's Restaurant Group Inc,"2470 Palumbo Dr, Lexington, KY 40509 United States",Headquarters,50,1990,38.017747,-84.446225,221007900,Fazoli's Restaurant Group Inc,859-268-1668,www.fazolis.com, ,2021/12/13 00:00:00+00,0,551114, , , , , ,551114,551114,"Corporate, Subsidiary, and Regional Managing Offices",Managing Offices,0,0,847
-9371552.5980572,4458873.055973,1079,1079,001t0000003skaN,Laurel,FedEx Distribution Center,"600 Industrial Blvd, London, KY 40741 United States",Shipping,10,2013,37.141669,-84.186085,515123900,FedEx Distribution Center,6068625540,www.fedex.com, ,2021/12/22 00:00:00+00,0,492110, , , , , ,492110,492110,Couriers and Express Delivery Services,Couriers and Express Delivery Services,0,0,694
-9866360.08461153,4452238.76979233,1080,1080,001t0000003sjzY,McCracken,FedEx Express,"1100 North HC Mathis Dr, Paducah, KY 42001 United States",Fed Ex station-distribution services,27,1995,37.094147,-88.631015,317107900,FedEx Express,(270) 908-3720,www.fedex.com, ,2021/12/13 00:00:00+00,0,493110, , , , , ,493110,493110,General Warehousing and Storage,General Warehousing and Storage,0,0,696
-9369286.35509205,4458327.04751902,1081,1081,001t0000003skfB,Laurel,FedEx Freight,"750 Sinking Creek Road, London, KY 40741 United States",LTL Carrier; pick up and deliver freight.,24,2000,37.137759,-84.165727,544309401,FedEx Freight,606-862-8801,www.fedex.com, ,2021/12/13 00:00:00+00,0,484122, , , , , ,484122,484122,"General Freight Trucking, Long-Distance, Less Than Truckload","General Freight Trucking, Long-Distance LTL",0,0,658
-9405094.84735233,4587383.20401831,1082,1082,001t0000003skS0,Fayette,FedEx Freight Inc,"951 Frieght Blvd, Lexington, KY 40550 United States",LTL carrier; pick up and deliver freight,90,0,38.0563,-84.4874,460222616,FedEx Freight Inc,859-253-1880,www.fedexfreight.com, ,2021/12/13 00:00:00+00,0,484122, , , , , ,484122,484122,"General Freight Trucking, Long-Distance, Less Than Truckload","General Freight Trucking, Long-Distance LTL",0,0,658
-9419441.04688506,4713358.59597929,1083,1083,001t0000003sjIK,Boone,FedEx Ground Package System Inc,"11000 Toebben Dr, Independence, KY 41051 United States","Distribution center, package sorting center",700,2005,38.941934,-84.616274,13936,FedEx Ground Package System Inc,8593845700,www.fedex.com, ,2021/12/13 00:00:00+00,0,492110,493110, , , , ,492110,492110,Couriers and Express Delivery Services,Couriers and Express Delivery Services,0,0,694
-9566385.69658689,4442927.66465107,1084,1084,001t0000003skUb,Barren,Felker Brothers Corp,"125 Beaver Trail Road, Glasgow, KY 42141-1273 United States","Stainless steel pipe, stainless steel pipe and tube 2"" thru 24"" in diameter.",85,1993,37.0274,-85.9363,4712,Felker Brothers Corporatian,270-678-4143,www.felkerbrothers.com, ,2022/01/04 00:00:00+00,1,331221,331210, , , , ,331221,331221,Rolled Steel Shape Manufacturing,Rolled Steel Shape Manufacturing,0,0,311
-9437342.32887539,4528595.87871014,1085,1085,001t0000003smvo,Boyle,Ferm Solutions,"445 Roy Arnold Avenue, Danville, KY 40422 United States","We manufacture and market fermentation products including yeast, antibacterial products to improve fermentation for the ethanol and beverage industry and technical services.",16,2006,37.639295,-84.777084,1000073,Ferm Solutions,859-402-8707,www.ferm-solutions.com,packaging dunnage,2021/12/20 00:00:00+00,1,311999,325414, , , , ,311999,311999,All Other Miscellaneous Food Manufacturing,All Other Miscellaneous Food Manufacturing,0,0,181
-9421354.85243959,4717024.66574106,1086,1086,001t0000003skFc,Boone,Ferrara Florence Plant,"500 Weaver Rd, Florence, KY 41042-2902 United States",Cookies,295,1988,38.967544,-84.633466,4114,Kellogg Snacks,(859) 371-0015,www.ferrarausa.com,Cookie scrap for hog feed,2021/12/13 00:00:00+00,1,311821, , , , , ,311821,311821,Cookie and Cracker Manufacturing,Cookie and Cracker Manufacturing,0,0,171
-9315050.26413737,4559135.41517455,1087,1087,001t0000003smDq,Menifee,Ferrell's Logging & Lumber Inc,"2349 Indian Creek Road, Frenchburg, KY 40322-9705 United States","Sawmill: hardwood lumber, sawdust & wood chips",12,1989,37.85622,-83.678516,5674,Ferrell's Logging & Lumber Inc,606-768-2868, , ,2021/12/16 00:00:00+00,1,321113,113310,321918, , , ,321113,321113,Sawmills,Sawmills,0,0,212
-9551614.05056879,4608746.96389116,1088,1088,001t0000003sisp,Jefferson,Ferrera/Louisville Bakery,"2287 Ralph Ave, Louisville, KY 40216-5089","Various cookie products, including branded labels and ingredients.",444,1947,38.207258,-85.803604,3066,Kellogg Snacks/Louisville Bakery,502-448-1730, , ,2021/12/13 00:00:00+00,1,311821, , , , , ,311821,311821,Cookie and Cracker Manufacturing,Cookie and Cracker Manufacturing,0,0,171
-9514760.16079846,4555469.02792107,1089,1089,001t0000003sk8l,Nelson,FET Engineering Inc,"903 Nutter Dr, Bardstown, KY 40004-2606","Nickel molds, vacuum form tooling and trials,fixtures, jigs, foam tooling, gauges, laser welding, CAD design/ development for the automotive, aerospace,  medical and home building industries.",51,1987,37.830211,-85.47254,3780,FET Engineering Inc,502-348-2130,www.fetusa.com, ,2022/01/05 00:00:00+00,1,333511,333514,541512,332313, , ,333511,333511,Industrial Mold Manufacturing,Industrial Mold Manufacturing,0,0,379
-9392936.41692911,4574272.32349474,1090,1090,001t0000003sj2x,Fayette,FGX Septech LLC,"289 Blue Sky Pkwy, Lexington, KY 40509 United States","Sale,  Consulting  and technical support of coal mining equipment (dry coal separators) in Coal Preparation Industry.",4,2009,37.963503,-84.378179,1000113,FGX Septech LLC,859-263-8300,www.fgxseptechllc.com, ,2021/09/22 00:00:00+00,0,423830, , , , , ,423830,423830,Industrial Machinery and Equipment Merchant Wholesalers,Industrial Machinery Merchant Wholesalers,0,0,531
-9540342.72581235,4600915.14180196,1091,1091,001t0000003siej,Jefferson,"FIBA Technologies, Inc.","1120 Industrial Blvd, Louisville, KY 40219-1804 United States","Compressed gas and Cryogenic equipment manufacturing and repair, industrial vaporizers, gas cylinder repair & cast welding",32,1979,38.151954,-85.702352,2192,FIBA Technologies Inc,502-969-9353,www.fibatech.com, ,2022/04/28 00:00:00+00,1,334419,332420, , , , ,334419,334419,Other Electronic Component Manufacturing,Other Electronic Component Manufacturing,0,0,415
-9420418.41721744,4445770.62527032,1092,1092,001t0000003smKG,Pulaski,Fiberglass Concepts Inc,"3186 S Highway 27, Somerset, KY 42501-3033 United States",Fiberglass fabricating & houseboat parts,3,1991,37.047786,-84.625054,6063,Fiberglass Concepts Inc,606-679-6890,www.fiberglassconceptsinc.com, ,2021/12/16 00:00:00+00,1,326199, , , , , ,326199,326199,All Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing,0,0,285
-9341520.15624698,4590610.17348261,1093,1093,001t0000003skn9,Montgomery,Fibreform Containers Inc,"106 Adena Dr, Mt. Sterling, KY 40353-9068 United States",Molded pulp packaging,22,1996,38.079122,-83.916299,6387,Fibreform Containers Inc,859-498-3990,www.fibreforminc.com, ,2021/12/13 00:00:00+00,1,322299, , , , , ,322299,322299,All Other Converted Paper Product Manufacturing,All Other Converted Paper Product Mfg.,0,0,236
-9525144.49434491,4609101.99110282,1094,1094,001t0000003smDh,Jefferson,Fibreworks Corporation,"2417 Data Drive, Louisville, KY 40299-2201 United States","Carpets & rugs, mfg & dist",78,1989,38.209764,-85.565824,5660,Fibreworks Corp,502-499-9944,www.fibreworks.com, ,2021/10/15 00:00:00+00,1,314110, , , , , ,314110,314110,Carpet and Rug Mills,Carpet and Rug Mills,0,0,196
-9407920.14481837,4725668.2944704,1095,1095,001t0000003siZP,Kenton,Fidelity Investments,"100 Crosby Parkway, Covington, KY 41015 United States","Financial services that support Fidelity's core mutual fund, brokerage, and retirement operations.",4500,1992,39.027889,-84.51278,205,Fidelity Investments,859-386-5000,www.fidelity.com, ,2022/07/01 00:00:00+00,0,523930,522320, , , , ,523930,523930,Investment Advice,Investment Advice,0,0,754
-9538840.80299959,4604533.63301733,1096,1096,001t0000003smz5,Jefferson,"Fieldhouse, Inc.","4711 Poplar Level Road, Louisville, KY 40213 United States",HQ; Ground transportation services to individuals and corporations.,28,2003,38.177511,-85.68886,1001976,"Fieldhouse, Inc.",5024581862,www.takepegasus.com, ,2021/12/13 00:00:00+00,0,485320, , , , , ,485320,485320,Limousine Service,Limousine Service,0,0,668
-9419622.16415034,4719057.39331951,1097,1097,001t0000003sjXo,Boone,Fifth Third Bank,"7200 Industrial Road, Florence, KY 41042-2910 United States","Primary technology center, including electronic consumer and commercial transactions.Data Center",8,2006,38.98174,-84.617901,198510601,Fifth Third Bank,8596550403,www.53.com, ,2021/12/13 00:00:00+00,0,522320,518210, , , , ,522320,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Financial Transaction Processing and Clearing,0,0,745
-9383920.54062921,4632324.22874428,1098,1098,001t0000003slEd,Harrison,Fikeco Inc,"149 Tech Way, Cynthiana, KY 41031-9217 United States","Sheet metal fabrication, HVAC, welding",14,1985,38.373494,-84.297188,5079,Fikeco Inc,859-234-2878, , ,2021/09/22 00:00:00+00,1,332322,332312, , , , ,332322,332322,Sheet Metal Work Manufacturing,Sheet Metal Work Manufacturing,0,0,338
